Rank	Score	Type	ID	Name	Description
5561	-1.66	cp	BRD-A29082194	gitoxigenin	ATPase inhibitor
5568	-1.67	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
5572	-1.69	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
5573	-1.69	cp	BRD-K64044582	linoleamide	ACAT inhibitor
5575	-1.69	cp	BRD-K50387473	XMD-892	MAP kinase inhibitor
5576	-1.69	cp	BRD-A98299281	velnacrine	cholinesterase inhibitor
5578	-1.7	cp	BRD-A51829654	BRL-15572	Serotonin receptor antagonist
5588	-1.73	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
5589	-1.73	cp	BRD-A43974499	reboxetine	Adrenergic receptor antagonist
5590	-1.73	cp	BRD-K12120659	GR-144053	Integrin antagonist
5591	-1.75	cp	BRD-K74133369	oligomycin-a	ATP synthase inhibitor
5593	-1.76	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
5594	-1.76	cp	BRD-A10355991	norketamine	Glutamate receptor antagonist
5595	-1.76	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
5596	-1.76	cp	BRD-K92758126	gibberellic-acid	NFkB pathway inhibitor
5597	-1.76	cp	BRD-K13819402	desoxypeganine	Acetylcholinesterase inhibitor
5604	-1.76	cp	BRD-K42095107	daidzein	Estrogen receptor agonist
5605	-1.77	cp	BRD-K93645900	tadalafil	Phosphodiesterase inhibitor
5606	-1.77	cp	BRD-K96354014	nifedipine	Calcium channel blocker
5611	-1.8	cp	BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
5612	-1.8	cp	BRD-A35519318	benidipine	Calcium channel blocker
5613	-1.8	cp	BRD-K19533706	tranilast	Angiogenesis inhibitor
5614	-1.8	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
5615	-1.8	cp	BRD-K97564742	mepyramine	Histamine receptor antagonist
5616	-1.8	cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor
5617	-1.8	cp	BRD-K94294671	OSI-027	MTOR inhibitor
5620	-1.81	cp	BRD-K40213712	SAL-1	Adenosine receptor antagonist
5624	-1.83	cp	BRD-K74514084	pazopanib	KIT inhibitor
5625	-1.83	cp	BRD-K99964838	bosutinib	ABL inhibitor
5626	-1.83	cp	BRD-A01295252	trans-7-hydroxy-pipat	Dopamine receptor ligand
5627	-1.83	cp	BRD-K74141488	naftifine	Fungal squalene epoxidase inhibitor
5628	-1.83	cp	BRD-K65417056	meprylcaine	Local anesthetic
5636	-1.87	cp	BRD-K96402602	farnesylthiotriazole	PPMTase inhibitor
5637	-1.87	cp	BRD-K17294426	clebopride	Dopamine receptor antagonist
5641	-1.87	cp	BRD-A29901043	KIN001-127	ITK inhibitor
5645	-1.9	cp	BRD-K49456190	prima-1-met	thioredoxin inhibitor
5646	-1.9	cp	BRD-K14329163	BAY-K8644	Calcium channel activator
5647	-1.9	cp	BRD-K87226815	cycloserine	Bacterial cell wall synthesis inhibitor
5649	-1.92	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
5655	-1.94	cp	BRD-K88551539	CAY-10585	HIF modulator
5659	-1.94	cp	BRD-K46056750	AZD-7762	CHK inhibitor
5664	-1.96	cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor
5665	-1.97	cp	BRD-A26097136	bulleyaconitine-a	Non-opiod analgesic
5666	-1.97	cp	BRD-K02275692	cefotiam	Bacterial cell wall synthesis inhibitor
5669	-1.97	cp	BRD-K32164935	tolazamide	ATP channel blocker
5670	-1.98	cp	BRD-A07440155	labetalol	Adrenergic receptor antagonist
5672	-1.99	cp	BRD-K37130656	rivaroxaban	Coagulation inhibitor
5677	-2.01	cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist
5678	-2.01	cp	BRD-K84175871	pseudoephedrine	Adrenergic receptor agonist
5679	-2.01	cp	BRD-K45033733	famciclovir	DNA polymerase inhibitor
5680	-2.01	cp	BRD-A21858158	praziquantel	Anthelmintic
5681	-2.01	cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor
5682	-2.02	cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
5684	-2.03	cp	BRD-K66876909	linezolid	Bacterial 50S ribosomal subunit inhibitor
5687	-2.04	cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist
5688	-2.04	cp	BRD-K28137194	loreclezole	GABA receptor agonist
5689	-2.04	cp	BRD-K92678294	irilin-a	Isoflavone
5690	-2.04	cp	BRD-K52911425	GDC-0941	PI3K inhibitor
5696	-2.06	cp	BRD-A31521121	methocarbamol	Muscle relaxant
5701	-2.08	cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist
5707	-2.11	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
5719	-2.15	cp	BRD-K36529613	PU-H71	HSP inhibitor
5720	-2.15	cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor
5721	-2.15	cp	BRD-K18678457	ZD-7288	HCN channel blocker
5722	-2.15	cp	BRD-K94176593	TWS-119	Glycogen synthase kinase inhibitor
5723	-2.15	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
5724	-2.15	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
5732	-2.18	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
5733	-2.18	cp	BRD-K60184833	tyrphostin-46	Tyrosine kinase inhibitor
5734	-2.18	cp	BRD-A48720949	testosterone	androgen receptor agonist
5735	-2.18	cp	BRD-A55484088	BNTX	Opioid receptor antagonist
5736	-2.18	cp	BRD-K53979406	ALX-5407	Glycine transporter inhibitor
5739	-2.19	cp	BRD-K19136521	indirubin	CDK inhibitor
5744	-2.21	cp	BRD-A86044036	flurbiprofen	Cyclooxygenase inhibitor
5747	-2.22	cp	BRD-K49404994	levetiracetam	Calcium channel blocker
5748	-2.22	cp	BRD-K64835161	BRD-K64835161	-666
5749	-2.22	cp	BRD-K97365803	PI-828	PI3K inhibitor
5750	-2.22	cp	BRD-K97181089	amiloride	Sodium channel blocker
5758	-2.26	cp	BRD-A95696066	nisoxetine	Norepinephrine reuptake inhibitor
5759	-2.26	cp	BRD-K85013741	auraptene	Nitric oxide production inhibitor
5769	-2.29	cp	BRD-K81783531	VX-222	HCV inhibitor
5770	-2.29	cp	BRD-K73982490	BI-78D3	JNK inhibitor
5771	-2.29	cp	BRD-A39052811	mosapride	Serotonin receptor agonist
5772	-2.29	cp	BRD-K28849549	mesalazine	Cyclooxygenase inhibitor
5777	-2.29	cp	BRD-K57631554	aminolevulinic-acid	Oxidizing agent
5787	-2.33	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
5790	-2.36	cp	BRD-K01253243	SB-590885	RAF inhibitor
5801	-2.4	cp	BRD-A54487287	cortisone	Glucocorticoid receptor agonist
5802	-2.4	cp	BRD-A94793051	gestrinone	Progesterone receptor antagonist
5812	-2.43	cp	BRD-K87990216	piretanide	Glucocorticoid receptor agonist
5813	-2.43	cp	BRD-K88611939	aniracetam	Glutamate receptor agonist
5814	-2.43	cp	BRD-K40624912	ZM-39923	JAK inhibitor
5815	-2.43	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
5827	-2.47	cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist
5828	-2.47	cp	BRD-A97104540	fenoterol	Adrenergic receptor agonist
5833	-2.5	cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP
5834	-2.5	cp	BRD-K59574735	ubenimex	Leukotriene inhibitor
5836	-2.5	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
5839	-2.52	cp	BRD-K95309561	dienestrol	Estrogen receptor agonist
5841	-2.54	cp	BRD-K31792052	pifithrin	Interleukin receptor antagonist
5842	-2.54	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
5843	-2.54	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
5844	-2.54	cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist
5845	-2.54	cp	BRD-A42571354	cetirizine	Histamine receptor antagonist
5849	-2.55	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
5863	-2.61	cp	BRD-K05804044	AZ-628	RAF inhibitor
5864	-2.61	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
5865	-2.61	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
5879	-2.65	cp	BRD-K60511616	pravastatin	HMGCR inhibitor
5881	-2.66	cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor
5882	-2.66	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
5886	-2.68	cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist
5887	-2.68	cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor
5888	-2.68	cp	BRD-K93658967	aloisine	CDK inhibitor
5889	-2.68	cp	BRD-A78295502	hydroquinine	Antiarrhythmic
5900	-2.71	cp	BRD-K67578145	GDC-0879	RAF inhibitor
5901	-2.71	cp	BRD-K14807180	SB-221284	Serotonin receptor antagonist
5902	-2.71	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
5903	-2.71	cp	BRD-K21350491	phenamil	TRPV antagonist
5905	-2.71	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
5911	-2.75	cp	BRD-K63265447	docetaxel	Tubulin inhibitor
5912	-2.75	cp	BRD-K95763993	trapidil	PDGFR receptor inhibitor
5913	-2.75	cp	BRD-A47144777	dihydro-7-desacetyldeoxygedunin	HSP inhibitor
5915	-2.75	cp	BRD-K52313696	tacedinaline	HDAC inhibitor
5916	-2.75	cp	BRD-K09186807	KIN001-244	Phosphoinositide dependent kinase inhibitor
5917	-2.76	cp	BRD-K61217870	n-(3-acetamidophenyl)-3-chlorobenzamide	Glutamate receptor antagonist
5922	-2.78	cp	BRD-K40902647	vincamine	Adrenergic receptor antagonist
5923	-2.78	cp	BRD-A89175223	bisoprolol	Adrenergic receptor antagonist
5924	-2.78	cp	BRD-K45117373	Y-26763	Potassium channel activator
5928	-2.82	cp	BRD-K81876028	CP-93129	Serotonin receptor agonist
5935	-2.85	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
5936	-2.85	cp	BRD-A76093993	cromakalim	Potassium channel activator
5937	-2.85	cp	BRD-K41996876	tyrphostin-1	EGFR inhibitor
5938	-2.85	cp	BRD-K71289571	zafirlukast	Leukotriene receptor antagonist
5939	-2.86	cp	BRD-K30480208	torasemide	Electrolyte reabsorption inhibitor
5949	-2.89	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
5950	-2.89	cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor
5954	-2.9	cp	BRD-K13211965	L-741742	Dopamine receptor antagonist
5955	-2.91	cp	BRD-K01902415	pirinixic-acid	PPAR receptor agonist
5963	-2.95	cp	BRD-A39522003	OMDM-2	FAAH inhibitor
5966	-2.96	cp	BRD-K06792661	narciclasine	Coflilin signaling pathway activator
5967	-2.96	cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor
5970	-2.96	cp	BRD-K38436528	imipramine	Norepinephrine reuptake inhibitor
5978	-3.01	cp	BRD-A82238138	budesonide	Glucocorticoid receptor agonist
5979	-3.03	cp	BRD-K59037100	oxybenzone	Lipase inhibitor
5980	-3.03	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
5984	-3.03	cp	BRD-A93255169	thalidomide	TNF production inhibitor
5989	-3.07	cp	BRD-K81855038	roxatidine	Histamine receptor antagonist
5990	-3.07	cp	BRD-K55430733	WAY-629	Serotonin receptor agonist
5991	-3.07	cp	BRD-A09472452	flecainide	Sodium channel blocker
5992	-3.07	cp	BRD-K76205745	losartan	Angiotensin receptor antagonist
5995	-3.09	cp	BRD-K56001384	antimycin-a	ATP synthase inhibitor
5999	-3.1	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
6000	-3.1	cp	BRD-A36074203	remacemide	Glutamate receptor antagonist
6003	-3.12	cp	BRD-A26334849	propafenone	Antiarrhythmic
6005	-3.13	cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist
6007	-3.14	cp	BRD-K43978949	PIT	Purinergic receptor antagonist
6008	-3.14	cp	BRD-K81209512	AG-494	EGFR inhibitor
6013	-3.17	cp	BRD-K93331255	lypressin	Vasopressin receptor agonist
6014	-3.17	cp	BRD-A32164164	methyllycaconitine	Acetylcholine receptor antagonist
6019	-3.21	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
6021	-3.21	cp	BRD-A24514565	warfarin	Vitamin K antagonist
6030	-3.26	cp	BRD-K32318651	acyclovir	DNA polymerase inhibitor
6031	-3.28	cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
6032	-3.28	cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
6033	-3.28	cp	BRD-K21733600	rofecoxib	Cyclooxygenase inhibitor
6038	-3.31	cp	BRD-K54210043	NS-1619	Calcium channel activator
6039	-3.31	cp	BRD-K99922388	DPO-1	Potassium channel blocker
6041	-3.32	cp	BRD-K70327191	benzoxiquine	Anti-infective
6046	-3.34	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
6049	-3.35	cp	BRD-K76908866	CP-724714	EGFR inhibitor
6050	-3.37	cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
6056	-3.38	cp	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	Matrix metalloprotease inhibitor
6057	-3.38	cp	BRD-K04010869	prostaglandin-a1	HSP inducer
6058	-3.38	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
6061	-3.38	cp	BRD-K53561341	KIN001-220	Aurora kinase inhibitor
6067	-3.42	cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist
6068	-3.42	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
6069	-3.42	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
6073	-3.44	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
6078	-3.49	cp	BRD-K00656370	6-aminochrysene	Transferase inhibitor
6082	-3.51	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
6083	-3.52	cp	BRD-A92630576	trimebutine	Opioid receptor agonist
6084	-3.52	cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic
6092	-3.59	cp	BRD-K90733503	cefalexin	Bacterial cell wall synthesis inhibitor
6093	-3.6	cp	BRD-K62736196	guanabenz	-666
6094	-3.6	cp	BRD-K51662849	ilomastat	Matrix metalloprotease inhibitor
6098	-3.61	cp	BRD-A80213327	NSC-23766	Ras GTPase inhibitor
6102	-3.63	cp	BRD-A19500257	geldanamycin	HSP inhibitor
6103	-3.63	cp	BRD-K62810658	PD-98059	MEK inhibitor
6105	-3.66	cp	BRD-K61480498	epoxycholesterol	LXR agonist
6106	-3.66	cp	BRD-A34706053	CGP-12177	Adrenergic receptor agonist
6113	-3.67	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
6127	-3.77	cp	BRD-K01436366	XMD-1150	Leucine rich repeat kinase inhibitor
6128	-3.77	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
6129	-3.79	cp	BRD-K67100011	pivmecillinam	Bacterial cell wall synthesis inhibitor
6136	-3.8	cp	BRD-K78373679	RO-3306	CDK inhibitor
6137	-3.81	cp	BRD-K14536225	piceid	Glucosidase inhibitor
6140	-3.84	cp	BRD-K18757346	U-46619	Thromboxane receptor agonist
6141	-3.84	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
6143	-3.86	cp	BRD-K56558538	ambroxol	Sodium channel blocker
6145	-3.87	cp	BRD-K82255054	propofol	GABA receptor agonist
6149	-3.88	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
6150	-3.88	cp	BRD-K96263742	GW-7647	PPAR receptor agonist
6160	-3.95	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
6163	-3.96	cp	BRD-K40656405	L-165041	PPAR receptor agonist
6166	-4	cp	BRD-K43880410	pregnenolone	glutamate receptor modulator
6169	-4.01	cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist
6170	-4.02	cp	BRD-K55034111	pefloxacin	Bacterial DNA gyrase inhibitor
6179	-4.05	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
6183	-4.07	cp	BRD-A29734509	disopyramide	Sodium channel blocker
6186	-4.09	cp	BRD-K00234327	RU-24969	Serotonin receptor agonist
6187	-4.09	cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
6191	-4.12	cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor
6192	-4.12	cp	BRD-K76617868	fasudil	Rho associated kinase inhibitor
6196	-4.13	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
6197	-4.15	cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor
6200	-4.16	cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor
6205	-4.2	cp	BRD-A15415227	GW-1929	PPAR receptor agonist
6208	-4.21	cp	BRD-K67868012	PI-103	MTOR inhibitor
6213	-4.23	cp	BRD-K21853356	RG-14620	EGFR inhibitor
6215	-4.26	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
6220	-4.3	cp	BRD-K01612348	meropenem	Bacterial cell wall synthesis inhibitor
6223	-4.32	cp	BRD-K66175015	afatinib	EGFR inhibitor
6226	-4.33	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
6232	-4.37	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
6233	-4.37	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
6234	-4.37	cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor
6237	-4.38	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
6239	-4.4	cp	BRD-K43797669	genistein	Tyrosine kinase inhibitor
6242	-4.42	cp	BRD-K91336023	mesulergine	Dopamine receptor agonist
6243	-4.44	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
6249	-4.46	cp	BRD-A53131506	epitestosterone	Inactive testosterone analog
6250	-4.46	cp	BRD-A27554692	altrenogest	Progestogen hormone
6251	-4.46	cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist
6253	-4.48	cp	BRD-K94512704	spiramide	Dopamine receptor antagonist
6255	-4.49	cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor
6258	-4.55	cp	BRD-A96255180	ribavirin	Antiviral
6259	-4.55	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
6264	-4.56	cp	BRD-K20655524	mefexamide	Psychoactive drug
6276	-4.69	cp	BRD-A29426959	carbinoxamine	Histamine receptor antagonist
6277	-4.72	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
6278	-4.72	cp	BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
6280	-4.76	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
6283	-4.76	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
6284	-4.77	cp	BRD-K07325606	hispidin	PKC inhibitor
6285	-4.79	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
6294	-4.83	cp	BRD-K08924299	palonosetron	Serotonin receptor antagonist
6296	-4.85	cp	BRD-A26711594	nicardipine	Calcium channel blocker
6297	-4.86	cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist
6311	-4.96	cp	BRD-K57930253	nitrazepam	Benzodiazepine receptor agonist
6320	-5.04	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
6334	-5.09	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
6336	-5.11	cp	BRD-A36267905	buphenine	Adrenergic receptor agonist
6339	-5.14	cp	BRD-K50660797	epicatechin	Bacterial DNA gyrase inhibitor
6341	-5.18	cp	BRD-A55913614	primaquine	Antimalarial
6344	-5.19	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
6352	-5.28	cp	BRD-K66615216	moxifloxacin	Bacterial DNA gyrase inhibitor
6354	-5.29	cp	BRD-K07881437	danusertib	Aurora kinase inhibitor
6355	-5.31	cp	BRD-A07765530	epinephrine	carbonic anhydrase activator
6356	-5.31	cp	BRD-A18043272	phensuximide	Succinimide antiepileptic
6360	-5.36	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
6361	-5.36	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
6364	-5.38	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
6370	-5.43	cp	BRD-K54256913	MK-1775	WEE1 kinase inhibitor
6374	-5.45	cp	BRD-A04308630	genipin	Choleretic agent
6375	-5.45	cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
6376	-5.46	cp	BRD-K06467078	corynanthine	Adrenergic receptor antagonist
6378	-5.46	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
6379	-5.47	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
6383	-5.47	cp	BRD-A87848830	bimatoprost	Prostanoid receptor agonist
6384	-5.48	cp	BRD-K10136726	tosyllysyl-chloromethyl-ketone	Chymotrypsin inhibitor
6387	-5.5	cp	BRD-K05673000	dicloxacillin	Bacterial cell wall synthesis inhibitor
6390	-5.52	cp	BRD-A44448661	pentobarbital	Barbiturate antiepileptic
6393	-5.53	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
6394	-5.53	cp	BRD-A52172093	VU-0413807-2	Calcium channel blocker
6399	-5.53	cp	BRD-K68756823	FR-180204	-666
6402	-5.56	cp	BRD-K47869605	podophyllotoxin	Microtubule inhibitor
6409	-5.67	cp	BRD-K62206109	VUF-5681	Histamine receptor antagonist
6416	-5.72	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
6418	-5.75	cp	BRD-A60070924	alpha-estradiol	Estrogen receptor agonist
6425	-5.81	cp	BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist
6426	-5.82	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
6428	-5.85	cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist
6434	-5.87	cp	BRD-K09499853	KU-0060648	DNA dependent protein kinase inhibitor
6444	-6	cp	BRD-K99029477	prometon	Photosynthesis inhibitor
6449	-6.03	cp	BRD-A65597028	RX-821002	Adrenergic receptor antagonist
6451	-6.04	cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
6454	-6.06	cp	BRD-A50157456	terbutaline	Adrenergic receptor agonist
6458	-6.13	cp	BRD-A96799240	4-hydroxyretinoic-acid	Retinoid receptor binder
6464	-6.19	cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor
6465	-6.19	cp	BRD-K80325895	eicosadienoic-acid	-666
6469	-6.21	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
6476	-6.25	cp	BRD-A15010982	HU-211	Glutamate receptor antagonist
6478	-6.26	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
6480	-6.27	cp	BRD-K81062487	taurocholic-acid	Bile acid
6481	-6.27	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
6488	-6.31	cp	BRD-K98426715	tubacin	HDAC inhibitor
6495	-6.38	cp	BRD-K90027355	spironolactone	Mineralocorticoid receptor antagonist
6497	-6.4	cp	BRD-K41160163	fenobam	Glutamate receptor antagonist
6498	-6.41	cp	BRD-K06895174	cisapride	Serotonin receptor agonist
6501	-6.43	cp	BRD-A09161221	nomilin	HSP inhibitor
6503	-6.45	cp	BRD-K36258877	AZ-10417808	Caspase inhibitor
6511	-6.52	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
6512	-6.52	cp	BRD-K87024524	phenelzine	Monoamine oxidase inhibitor
6513	-6.52	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
6515	-6.53	cp	BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
6524	-6.62	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
6527	-6.66	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
6529	-6.67	cp	BRD-K50938786	ropivacaine	Sodium channel blocker
6533	-6.69	cp	BRD-A78377521	monastrol	Kinesin-like spindle protein inhibitor
6536	-6.73	cp	BRD-K45435259	SCH-23390	Dopamine receptor antagonist
6538	-6.76	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
6539	-6.76	cp	BRD-K00312224	PPT	Estrogen receptor agonist
6540	-6.77	cp	BRD-K93618743	ipriflavone	Bone resorption inhibitor
6541	-6.77	cp	BRD-K04548931	pidorubicine	Topoisomerase inhibitor
6545	-6.85	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
6548	-6.93	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
6555	-7.04	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
6559	-7.11	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
6563	-7.15	cp	BRD-A55369275	CGP-54626	GABA receptor antagonist
6564	-7.16	cp	BRD-K16977723	PP-3	EGFR inhibitor
6565	-7.17	cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor
6566	-7.19	cp	BRD-A97730597	hexylcaine	Sodium channel blocker
6569	-7.24	cp	BRD-K73838513	cinacalcet	Calcium channel activator
6572	-7.28	cp	BRD-K34014345	naproxol	Anti-inflammatory
6578	-7.35	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
6585	-7.47	cp	BRD-A78877355	nefopam	Cyclooxygenase inhibitor
6586	-7.47	cp	BRD-K96119599	leucodin	Melanin inhibitor
6588	-7.5	cp	BRD-K69837166	trap-101	Nociceptin/orphanin FQ (NOP) receptor antagonist
6594	-7.51	cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor
6595	-7.52	cp	BRD-K82109576	vincristine	Tubulin inhibitor
6596	-7.52	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
6599	-7.54	cp	BRD-K53737926	amitriptyline	Norepinephrine inhibitor
6603	-7.56	cp	BRD-K50417881	eticlopride	Dopamine receptor antagonist
6604	-7.57	cp	BRD-K28907958	CD-437	Retinoid receptor agonist
6606	-7.58	cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor
6607	-7.58	cp	BRD-K74761218	WT-171	HDAC inhibitor
6610	-7.61	cp	BRD-K30020243	aliskiren	Antihypertensive
6613	-7.62	cp	BRD-A43882281	pinacidil	ATP channel activator
6617	-7.68	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
6625	-7.74	cp	BRD-K59256312	gabexate	Serine protease inhibitor
6627	-7.76	cp	BRD-K49945136	GR-113808	Serotonin receptor antagonist
6635	-7.86	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
6636	-7.86	cp	BRD-K45330754	diethylstilbestrol	Estrogen receptor agonist
6643	-7.9	cp	BRD-A34751532	homosalate	HSP inducer
6644	-7.92	cp	BRD-A95696820	acadesine	AMPK activator
6649	-7.96	cp	BRD-K77793136	hydroxyfasudil	Rho associated kinase inhibitor
6650	-8	cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist
6653	-8.01	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
6658	-8.07	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
6662	-8.14	cp	BRD-K96144918	mead-acid	KPL-1 tumor suppressor
